,ratings,reviews,label,label_t
31,5,60을 내다보면서 뭘 이리 센 가격대의 제품을 쓰나 하는 고민을 하게 하는 제품이었네요 듣는거라고는 설거지나 청소할때 성경말씀 듣는게 거의 90를 차지하는지라 장바구니에 담아두고 고민하기를 여러날 했던거 같습니다 아들에게 부탁해서 운동할때 들으려 저렴한거 사서 써봤는데 딱 돈만큼 사용하고 한쪽것이 들리지 않아서 결국 바리는 일을 저지르고 말았네요 제 나름대로는 소비제품에 약간의 비용을 지불한듯해서 제대로된 평을 하고파 구매후 사용을 한번 해보았답니다 일단은 색상이 연한 하늘빛이라 마음에 드네요 물론 취양에 따라 다르겠지만 선명한것은 처음에 확 눈에 들어오다가 질리기도 금새 질리더라구요 두번째는 귀에 딱 맞아서인지 기술력인지 진짜 밖에 소리 잘 안들리고 상대방어 소리를 들을수 있었어요 또 전화시 다른 소음도 확실히 전번거랑 비교될정도로 잡음이 덜들려서 좋았어요 계단오르기와 작은 뜀박에도 떨어지지 않았네요 귀에 안착감이 좋아서 장시간에도 통증 없어서 생활속에서 즐겨 사용하고 있어요,1,
32,5,설날도 있고해서 배송은 좀 늦었어요 저번주 금요일에 받아서 보니제조 날짜는 21년 1월 생산된거였고요 완충제로 흔들이지 않게해서잘왔어요 배터리는 70프로 정도 충전되 있었어요저는 여태 이어폰을 돈주고 사본적이 없는 사람이에요 ㅎㅎ 그냥번들 이어폰만 쭈욱 쓰던 사람이었는데 이제 마스크를 쓰고 다녀여하니불편해서 요번에 처음으로 사봤어요 정말 편하고 좋네요 ㄷㄷ간단히 테스트 해보고 이상없길래 완충하고 토욜에 착용하고여기저기 돌아다니며 테스트 해봤어요 저번주 토욜이 좀 따듯해서걷기만해도 땀이 살짝 나는 날씨였어요 땀차면 문제가 있을까 싶었는데한 2~3시간 여기저기 돌아다녔는데 음악이 끈긴다거나 하는건없었어요 주머니에 넣어도 보고 백팩 가방에 넣어보기도 했는데끈기는건 없었어요다른 종류의 이어팁 바꿔가며 착용해 봤는데 그냥 기본으로 장착되있는거 그대로 쓰는게 저한텐 잘 맞더라고요 처음 착용할때 그냥냅다 귀에서 밀어넣었는데 뭔가 불편하길래 이어폰을 귓바퀴모양에 맞게 살짝 돌리니 편안하게 잘들어가네요폰은 갤럭시이고 통화도 해봤는데 상대방이 안들린다거나하는건 없었어요 배터리도 오래가고 음질도 좋은것 같고ㅎㅎ 이 좋은걸 진작 살것 그랬어요그리고 케이스에 넣고 배터리 며칠가나 테스트 해봤는데하루에 한번씩 열어서 앱으로 확인해봤는데 5~6일 동안배터리 3~4프로 줄었들었어요 후기 글들에 이런 저런 문제들이보이던데 최신 생산품에 업댓도 하고나니 일주일째 뭐 별다른문제는 없네요음질좋고 편하고~사세요 두번 사세요ㅎㅎ,1,
33,4,한달동안 사용한 후기는첫째 유선을쓰다 써서 무쟈게 편합니다둘째 트레킹시에 외부소음에 방해없이 음악에 집중하며 즐길수 있어서 좋습니다셋째 등산을 즐기며 통화시에 손도 자유롭고 상대방이 수신불량하다는 소리는 한번도 안했습니다넷째 케이스를 통해 충전이 가능하니 하루종일 방전 걱정은 없어서 좋습니다 한쪽을 뺄때나 마스크를 썼다 벗을때 자꾸 터치가 되는 불편함은 여전합니다 코로나가 죄지요현재 장마기간이라 간혹 비를 맞으며 들을때도 있었는데 전혀 기능에 지장이 없습니다고장과 분실없이 오래 쓰길 바래봅니다,1,
34,5,불량이 많다길래 걱정하면서 주문했어요다행히 제조일자도 202005 였고 충전도 빨간불이었는데 조금 더 하니 초록불 뜨더라구요원래 쓰던 유선이어폰은 삼성에서 제공한 AKG였고무선이어폰은 Sound by gamsung이었는데 정말 너무 만족하며 사용하고 있던 이어폰이었지만 통화품질때문에 새 무선 이어폰을 생각하게 되었어요에어팟이랑 버즈중에 고민했지만 갤럭시 폰을 사용하고 있고 이번에 버즈플러스가 저렴한 가격에 성능은 더 좋아졌고 통화품질도 에어팟보다 낫대서 구매했어요케이스에 넣으면 바로 자동으로 들어가는데 이건 그렇지 않아서 좀 당황했구요또 케이스가 전에것과 비교해서 꽉 닫기지 않아 불안했어요이건 관리를 잘하는 수 밖에 없겠죠그리고 저에게 있어서 치명적인 단점은 이어폰 작동법이었는데요 전에껀 이어폰을 만져도 오작동 될 염려가 없었고한번 누르면 재생 일시정지왼쪽두번 이전 곡 오른쪽 두번 다음곡으로그런데 버즈플러스는 이어버드에 스치기만해도 혼자 멈추거나 곡이 뛰어넘거나해서 잘 만질 수가 없고 터치패드를 잠궈놓자니 즉각적인 컨트롤이 안돼서 불편하더라구요음질은 듣던것과 너무너무너무 달라서 심하게 당황했지만 이건 뭐ㅋㅋㅋ 버즈로 듣고 예전꺼 들으니까 답답한 소리가 나더라구요버즈에 적응해야겠죠볼륨은 갤럭시 웨어로 컨트롤이 가능하긴하지만 그래도 예전거에 비해서는 볼륨이 약해서디자인 존예구요주변소리듣기 기능이 정말 좋더라구요 답답하지 않고근데 이게 기본적으로 그런것같더라구요설정안해도 다 들리는듯무튼 너무너무 좋아요 뽑기 잘해서 기분 좋네용ㅋㅋㅋ,1,
35,5,한 달 사용해본 후기로 일단 qcyt1에서 넘어왔는데요급이 다른 수준 같지만 의외로 qcy사운드에 감탄일단 공간감이나 해상력은 좋아진 게 느껴졌는데 베이스음이 너무 약해서 이어폰이 귀를 때리는 저음 사운드가 없다는게 너~~~무 아쉬웠습니다 EQ를 정말 여러가지로 변경해봤지만 qcy만큼의 저음은 못 찾았네요 사운드는 만족합니다 가장 큰 장점은 어플과 연계한 빠른 연결성과 인식속도 및 터치 편의성인 것 같습니다 터치도 너무 잘 인식하구요 음량조절은 이어폰을 직접 터치하는 것보다 귀 뒷부분을 터치하는 게 더 잘 인식되긴합니다 스마트폰갤럭시이 좀 오래된 기종인데도 끊김이 거의 없었습니다 마지막으로 주변소리듣기 기능은 노래소리를 크게 듣고 있으면 솔직히 최대로 해놓아도 주변소리가 잘 안 들리긴합니다 노래소리를 줄이면 큰 소리들은 날카롭게 들리지만 대화는 가능할 정도는 되구요 신기한 기능이라고 생각됐습니다 통품도 준수합니다 좋습니다 추천드려요,1,
36,5,블루를 시켯는데 역시 실물이 깡짙은 파랑보단 은은한 파스텔톤 배송은 예정대로 빠릅니다 제조년월도 올해 5월 최신제품인게 너무 마음에 들고요3월 이전제품은 불량글이 많이보여 조금 걱정했던 양쪽 테스트 해보니 음향 뱃더리정보이어버드랑 케이스 휴대폰갤럭시노트10연결 다 정상적으로 잘됩니다 열자마자 폰에서 인식해서 알람뜨길래 좋았어요 제일 걱정이던 전화통화도 잘 들리고 상대방도 잘 들린다하네요라이브랑 플러스 중에 깊이 고민하다 귀가 좀 작은편에다 이어폰은 무선이 처음인데 커널형을 선호하고 라이브 지인꺼 껴보니 너무 걸치는 느낌이라 빠질까 불안해서 못끼고 있겠더라구요참고하세요 둘 중 고민이신분들 첫 무선 입문이어폰 저렴하게 역시 믿고쓰는 삼성으로 잘 시작해보겠습니다,1,
37,5,친구에게 선물로 줬어요 한 달이 지났길래 후기를 받아봤습니다갤럭시 버즈 플러스 한 달 사용 후기1 일단은 블루투스 이어폰을 처음 사용해보는데 갤럭시 버즈의 경우 케이스를 열면 바로 주변의 갤럭시 기기에 바로 연동이 되어 갤럭시 웨어러블이라는 어플이 구동된다2 개인적으로 음향의 이퀄라이저 레벨을 전부 조절할 수 있는 줄 알았는데  사용자는 ‘풍성함’에 설정을 해두고 사용하는 편3 이퀄라이저 후기 일반  진짜 그냥 일반 저음강조  베이스라인을 강조해주는 듯 들리나 중음고음역 사운드의 생략이 심하다 그리고 사운드가득한 귀로 음악 듣는 것 같음 부드러움  일반과 다른 점을 못 느끼겠음 풍성함  사운드가 클리어해지고 중~고음 음역이 주로 강조됨 선명함  보컬라인 사운드가 클리어해짐 나머지 인스트러멘탈 사운드가 미미하게 답답해짐 고음강조  저음 베이스 죽음4 선물 받은 케이스를 쭉 착용해놓은 뒤 사용하고 있는데 케이스에 대해서 귀엽다고들 한다 근데 부피가 비약적으로 커져서 주머니에는 넣고 다니기 힘들다 케이스를 벗기고 사용하면 컴팩트한 사이즈로 부담이 없을 듯5 줄 이어폰 쓸 때는 마스크 줄에 걸리고 진짜 난리도 아니었는데 줄이 없는 게 이렇게 편한지 몰랐다 존나편함 그리고 가방이나 주머니에서 꺼냈을 때 줄 꼬여서 빡칠일도 없다 내가 블루투스 이어폰을 사용하지 않았던 이유 중의 하나가 줄 이어폰은 그냥 핸드폰에 꽂기만 하면 음악이 나오는데 블루투스 이어폰은 케이스를 충전하고 그 케이스가 또 이어버드를 충전하는 기괴한 메커니즘을 이해하지 못했던 것이 가장 큰데 완충 시간도 별로 걸리지 않고 또 한 번 완충해놓으면 추가적인 충전 없이 하루 평균 사용시간 2~3시간 기준 3 4일은 사용하니 충전에 대한 부담도 없는 편 6 커널형이라서 기본적인 차음이 된다 그리고 평소에 음악을 크게 듣는편이라 갤럭시 버즈 플러스를 착용한 후 음악을 듣고 있으면 옆에서 나를 툭툭 건들지 않는 이상 외부 간섭에 대한 면역이 생긴다 그리고 기본적으로 부착되어있는 고무캡을 쭉 사용하고 있는데 내 귓구녕의 크기랑 아주 딱 맞아서 귀에서 빠지거나 하는일이 한번도 없었다라고 하네요,1,
38,5,겔럭시 폰이아닌 LG폰이라 기대반 걱정반이었지만 겔럭시 웨어러블 어플덕분에 매우매우 안심도되고 사길 정말 잘했다 생각이드네요 음질은 기존 버즈와 비교하자면 확실히 개선판이라는 생각이 확듭니다 막귀인 저에겐 매우 만족스러웠습니다 마이크 품질은 택배 오자마자 바로 전화를 한시간 넘게 해봤는데 지인분이 음질이 괜찮다는 말을 해줬습니다 주변소리가 거의 안들리고 목소리가 잘들린다고 말했습니다 전문가분들이 힌지부분이 개선됬다라는 말을 해주셨는데 이부분 정말 공감이 갑니다 유닛꺼낼려고 힌지여는순간 정말 전작에 비해 고급지고 신경쓴 모습이 느껴졌습니다 착용감은 처음 약 10분정도는 이물감이 좀 들다가 그뒤론 귀가 적응을 했는지 불편하지않고 괜찮았습니다 배터리는 택배오고 꺼냈을때 양쪽 약 98 정도 남아있었는데 전화 약 1시간 10분 약 노래 20분 정도 듣고 각종 기능 실행시키고 하니 양쪽 평균 84정도 남았네요  단순 노래만 들으면 제원처럼 11시간 가까이 가는거같네요 전체적인  감성과 성능 ,1,
39,5,동생 선물로 주문이라 혹시나 이상있는 제품이 오면 어쩌나 걱정했는데 다행히 최근 생산된 이상없는 좋은 제품으로 도착해서 만족합니다  행사쿠폰으로 저렴하게 구매해서 좋고 생각외로 사이즈는 앙증맞게 작아서 놀랐어요 구성품은 심플하게 충전잭 교체 이어탭 설명서가 전부 네요갤럭시s10 사용자에게 선물했는데 버즈플러스 뚜껑 열자마자 바로 페어링이 되어서 이상없이 연결이 되어 좋고 음질도 풍성하게 부드럽게 들린다고 해서 만족합니다 귀가 작은분들은 이어버드 넣기도 약간 불편한 감이 있고  전체적인 착용감은 좋은데 오래 사용하면 어떨지는 사람마다 다를것 같네요 갤럭시 웨어러블 앱에서 사용자에 맞게 누구나 쉽게 설정할수 있어서 좋은것 같습니다 한번 터치두번 세번 터치 길게 터치 가장자리 등 5가지 터치기능이 다양해서 좋고 블루투스 무선 이어폰 초보 사용자라 능숙하게 쓸려면 여러 기능을 알고 반복적으로 사용해 보아야 겠네요 에어팟 프로 노이즈 캔슬링 기능은 없어도 적당히 차단막 효과가 있는것 같아서 주변 소음에도 음악듣거나 통화하기 괜찮다고 하네요 그외 주변소리 듣기 기능도 음악만 듣다가 주변 상황을 모르는 경우는 덜할것 같아서 좋은데 잔바람도 사용자에 맞게 세기는 조절이 필요 할것 같습니다 세부적인 설정후에 음질 퀼리티는 풍성하게 세련되게 끊기거나 잡음없는 깨끗한 음질감이 좋다고 해서 가격대비 만족도가 높은 제품입니다 아쉬운 점은 터치감은 빠른데 이어버드 자체의 반응은 아주 약간의 느린감이 있어서 부조화 스런 부분이 아쉬운 점입니다 그외엔 초보 블루트스 이어폰 이용자가 입문하기 좋은 제품 인것 같아서 매우 좋습니다,1,
40,4,음질과 편리함이란 측면에서 만족하고 한 달 동안 잘 사용한 제품입니다전엔 저렴한 제품을 사용했었는데 페어링하는게 좀 번거로웠거든요 근데 버즈는 케이스를 열기만 해도 바로 기기랑 연결돼서 편리합니다 그리고 한 쪽씩만 끼고 싶을 때도 있는데 그냥 자유자재로 한 쪽으로만 들을 수 있어서 좋아요색도 파스텔톤이라 마음에 들고 윙팁과 이어팁 여분이 다양한 사이즈로 2세트씩 들어있어서 정말 마음에 들었습니다 다만 아직 제 귀에 잘 맞는 팁을 찾진 못했어요ㅠ 아직 찾아가는 중입니다 잠깐 사용할 때에는 어느 팁을 써도 불편하지 않은데 좀 오래 끼면 귀가 아프더라구요ㅠ노이즈 캔슬링이 없는건 좀 아쉽긴 하지만 그래도 갤럭시 버즈 좋아요,1,
41,5,버즈 플러스가 딱 맞게 들어가서 부피를 줄이고 제품 충격에 영향을 안 줄거같은 작은 택배상자부터 뭔가 다름을 느꼈는데 기본포장이긴 하지만 다른 최저가 쇼핑몰 후기에 큰 박스에 뽁뽁이 없이 배송됐다는 말을 봐서 그나마 신경써주셨구나 느꼈습니다버즈 VS 에어팟 비교분석을 유튜브 벼락치기로 하고 구매한거라 처음에 연결하는 방법만 알았지 그 멋나다는 이어폰 뚜껑열면 나오는 이어폰 충전상태 애니메이션 나오게 하는 방법도 모르고 이어폰을 끼고 폰 음량 최대로 올렸는데도 소리가 작아서 뭐지 불량인가 하면서 약간 헤맸는데 네이버 삼성스마트폰카페가 많이 도움이 되더군요버즈는 그냥 뚜껑열면 충전상태 애니메이션이 나왔다고 하는거 같은데 이번 플러스는 smartthings 앱 깔고 휴대폰 설정에서 검색창에 기타 연결 설정에 들어가서 주변 디바이스 찾기 누르면 되더라구요그리고 버즈내에 음량조절하는거 있어요갤럭시 웨어러블 앱에서 터치패드에서 조정할 수 있어요 더 써봐야 알겠지만 ,1,
42,4,이거 K에서 사면 더 싸게 살 수 있는데 문상받은게 있었서 여기서 샀습니다만 만약에 여기서 그냥 자기돈 내서 사실 분은 여기서 사지 마세요 그리고 노이즈캔슬링이 있는 줄 알고 샀는데 그냥 AKG튜닝이네요 뭐 제가 제대로 보지 않고 산 제 잘못이니까요 전체적으로 마감 좋고 사운드 좋고 ANC가 빠지건 조금 아쉽지만 기존에 사용하던 소니 헤드폰 보다 NC가 잘 되네요 전용 앱도 있어서 유용해요 전체적으로 기대 준수입니다 음 조금 더 저렴하게 구매했다면 더 좋았을 것을 이란 생각이 듭니다만 그래도 기대 이하는 아니여서 나름 만족합니다 한 가지 더 조언을 해 주자면 배터리가 확실히 다른 무선 이어폰에 비해 적어요 여기서는 11시간이 사용 가능한 대용량이라고 하지만 옆 동네 anker만 가도 26시간은 기본으로 뽑습니다 그것도 3만이나 더 저렴하게 NC 빼고는 별 4개 NC 포함 별 45개 입니다 다음 세대에는 ANC탑재를 기원합니다~ 여기는 45는 않되서 4개 드립니다,1,
43,5,일단 전반적으로 매우 만족합니다 디자인은 기존 세대와 크게 달라진 점은 없지만 유광이 생각보다 세련됐어요 색감도 파스텔 계열인 블루로 잘 뽑아냈고 무엇보다 주변소리듣기 기능이 정말 유용하네요 노래 듣다가 볼 일이 있으면 터치패드로 소리 끄고 터치패드를 길게 누르면 주변소리 듣기 기능이 가능해집니다 이 기능을 활용하여서 따로 버즈를 빼지 않고 착용한 상태로 일을 볼 수 있는 것이 정말 장점이라고 생각합니다음질 또한 다양한 음역대를 들을 수 있어서 더욱 풍부한 사운드로 음악을 감상하실 수 있습니다다만 단점이라기보단 주의해야 할 사항은 아주 가끔씩 이어버드 끼려다 손에서 미끄러져서 땅에 떨어트리는 경우도 있더라구요 평지 아니고 하수구나 엘베 근처에서 낄땐 조심하세요 저 하루만에 떨어트릴 뻔 했습니다 ㅠㅠ 난 아니겠지 하지 마세요배터리 용량도 기존 버즈에 비해 증가하여서 외출시 유리합니다 충전을 자주 하지 않아도 되고 금방 충전되니 정말 버즈 플러스 만큼 좋은 블루투스 이어폰이 있는지 ㅠ착용감도 나쁘지 않아용 추천합니다 귀가 안 아파요 ,1,
44,5,확실히 저가 무선이어폰에 비하면 음향이나 음질이 뛰어나지만음 좀 의외다 싶은 부분이 있다면커널형치고는 생각보다는 외부소리가 잘 들린다는 거유선 커널이어폰 정도를 생각했는데그 정도는 아니고 유선 오픈형 이어폰을 살짝 생각나게 하더라고요버즈라이브와 플러스 고민하다가 커널형이라는 점에서 플러스 산거였는데 기회되면뭔가 혹평만 한 것 같지만 그래도 있습니다무엇보다 배송이 빨리 온 거랑2020년 11월 버전을 보내주신 게 마음에 드네요,1,
45,5,저는 유선이어폰을 잘 쓰는 사람이라 무선이어폰의 필요성을 못느끼고 살았습니다 굳이 비싸고 심지어 충전까지 따로 해야하는 무선이어폰을 왜 사야하지 라는 생각을 가졌었으나 최신폰들은 이어폰단자랑 충전단자가 하나로 통일되어 불편함을 느끼던 와중 잘 쓰던 유선이어폰도 잃어버려 큰 맘 먹고 구매했습니다여러 리뷰에서 과방전이나 불량제품이라는 안좋은 이야기 때문에 걱정이 많았는데 여기는 배송도 빠르고 과방전 같은 것도 없이 페어링이 잘 되었어요 써보니까 확실히 선이 없어 편하고 활동에 제약없이 좀더 자유로운게 좋네요 제가 귓구멍도 오른쪽이 왼쪽이랑 다르게 생겼는지 유선이어폰은 오른쪽이 흘러내렸는데 이 아이는 그런 것 없이 잘 맞습니다 그동안 안맞으면 어떡하지 걷다가 떨어뜨리면 어쩌지 걱정이 불구하게 참 좋아서  감사합니다,1,
46,5,와이프 선물해주려고 무선이어폰을 이틀정도 검색하고 알아봤는데 저가형은 as도 번거롭고 금방고장나고 조금 가격대를 올려서 찾다가 버즈로 마음을 굳히고 버즈라이브와 플러스중에 고민하다가 결국엔 버즈플러스로 결정했습니다리뷰에 한쪽이 안들린다는 리뷰보고 걱정했는데 이상있으면 서비스센터 갈생각으로 구매했어요삼성서비스센터는 많으니까요 다행이 양쪽모두 소리 잘나오구요 현재 와이프가 사용법익히고 있습니다제품도 이쁘고 구매 잘한거같습니다사용해보고 한달후기 남길께요마지막사진 케이스는 개인적으로 따로 구매한거에요,1,
47,5,무선 이어폰 pcy 3만원짜리 쓰면서도 제가 워낙 무딘편이라 딱히 불편한 점을 못 느껴서 1020만원대 이어폰 돈 아깝다고 생각했었는데 신세계네요~이건 제가 쓸건 아니고 아들램 초등학교 졸업 선물로 갖고 싶은거 물어보니 버즈 사고 싶다고 말해서 제 딴엔 큰 맘 먹고 샀어요~그런데 디쟌 색도 이쁘고 귓구멍에 들어가는 것도 맞춤인 줄~ 간지도 작렬 음질도 좋아요~ 외부소리 들리는 기능도 없을 땐 몰랐는데 엄청 편해요~선물하고 보니 제가 자꾸 탐이 나서 ㅎㅎㅎ 조만간 또 사러 올 것 같아요~,1,
48,5,왕 빨리 오네요 정말 좋아요 지금 함 끼고 들어보는데 저음 이어폰만 쓰던 사람으로저음살짝살짝ㅠ약합니다고막 흔들어주는듯한 깊게 울리는 그런 건 없는데 그래도 소리가 굉장히 풍부하네요주변 소음이 거의 완벽하게 안 들려서 그런지 섬세하겐 잘 들려요후기글들 중 불량 뽑으신 분들이 많아 보여서 걱정했는데 다행히 지지직거린다든지 소리가 작다든지 같은 문제는 없습니다~좌 우 밸런스 좋고 반응도 빠르고 매우 잘 작동 합니다고로 저는 평소 노래를 겁나 크게 듣는데아니너무 커서 기존 볼륨에서 2단 내려 듣고있습니다착용 첫 느낌은 움직이면 빠질 것 같다 였는데귓바퀴에 윙팁을 최대한 잘 맞춰 끼워 넣으면 잘 안 빠져요~딱 고정 되어있습니다그리고 생각보다 귀가 아프거나 하진 않네요제일 마음에 드는 점 레알 외부 소리 이렇게 잘 안 들리는 이어폰 처음 껴봅니다ㅠ정말 노래만 들립니다매우 감사합니다,1,
49,5,귓구멍이 워낙 작아서 한참 고민하다 질렀는데 뛰어도 귀에서 잘 빠지지도 않고 소리는 잘 들려서 편하고 좋아요톡톡 두드리는 걸로 음량 크기랑 다음곡 이전곡 다 조절할 수 있는 것도 큰 장점입니다생각보다 실물로 보면 오묘한 홀로그램 색도 보이고 너무 예뻐요♡그리고 주변 소리 듣기가 된다는 점도 너무 좋아요 뒤에서 자전거나 사람 오는 소리가 들려서 훨씬 안전하게 다니고 있습니다전에 에어팟 쓰다가 넘어왔는데 페어링 잘 되고 끊김이 적어서 좋네요 가격도 비교적 적당하고 기능도 다양해서 만족스럽습니다올해 최고의 소비라고 생각해요ㅎㅎ,1,
50,5,우선 저는 처음부터 양쪽 다 연결이 잘 됐구요그리고 진작 살걸 후회 많이했어요핑크색 너무너무너무너무너무 예뻐요핑크색이 너무 도전적인가 생각할 수도 있지만사실 핑크색이 흰색이랑 블루보다도 피부톤에 잘 맞아서 눈에 많이 띄지 않아요나는 이어폰 낀게 멀리서도 빻 보여야한다 하는 분들은 흰색이나 블루 가시고보는 사람마다 다 이뿌다고해요,1,
51,5,완전 예쁘고 너무너무 귀여워요운동할때 유선이어폰이라 불편함이 이만 저만이 아녔는데 저도 이제 유선 탈출하네요투명케이스도 같이 구매해서 끼웠는데계속 투명으로 살아도 괜찮을것같아요 예쁨ㅎㅎ막귀기도하고 다른 무선블투 이어폰 사용은 안 해봐서 비교군이없어 음질은 어떤지 모르겠는데들을만합니다,1,
52,5,디자인이 이쁘네요 제 귀에 맞는 사이즈인지는 잘 모르겠는데 통화도 잘 되고 소리도 잘 들려요주변 소리 듣기 기능이 원래 좀 지지지~하는 소리가 나나요 주변 소리 듣기 기능 켜면 제 목소리도 잘 들리고 이어폰 끼고 밖에 나돌아다니는거 안좋아하는데 이 기능있으면 불안하지 않고 괜찮을 것 같아요일단 한 달은 써봐야 정확이 좋은지 어떤지 알 수 있을 것 같아요 지금으로서는 만족합니다버즈는 케이스가 이쁜게 별로 없는 것 같아요예쁜 케이스도 많이 나왔으면 좋겠네요내일은 케이스 사러 가려구요아직 기능을 잘 몰라서 배워가는 중인데 한 달 후면 자연스럽고 편하게 사용 가능 하겠죠 ㅎㅎ,1,
53,5,불량이 종종 있다는 후기를 보고 많이 고민을 했었는데 네이버 삼성전자데이 이벤트도 하고 있고 다른 곳보다 저렴하게 구매할 수 있어서 일단 질렀습니다 받아보니 처음에는 페어링이 잘 안되서 불량인가 했는데 다시 해보니 다행히도 불량이 아니고 잘 나오더라구요 같이 온 케이스가 조금 삐걱대는 소리가 나긴 하지만 그래도 공짜로 받는 상품 치고는 매우 만족스러워서 잘 사용해보려고 해요 같이 동봉된 키링 말고 개인적으로 갖고 있던 키링이랑 같이 끼우니 완전 영롱보스 ?????o?????  스티커로 조금 꾸미고 나니 더 예쁜것 같네요 오래도록 고장 없이 잘 쓸 수 있길 바래용ㅎㅎㅎ 한달뒤에도 후기 남기러 오겠습니다~~~,1,
54,5,원래 갤럭시버즈 사용중이고 아빠가 필요하셔서 이번엔 플러스로 구매했어요 사진에서 유광이 플러스이고 내부 화이트인 쪽이 플러스입니다 기존 것보다 확실히 업그레이드돼서 음질이 확 달라요 기존것도 정말 좋았지만 플러스 더 좋아요기기마다 블투 이어폰 각각 사용중인데 피씨랑 탭은 저가로 사용중이거든요 저가는 양쪽 사용하다 한쪽 보관함에 넣으면 다른 한쪽 사용 못 한다든지 혼자 연결끊었다 이었다 난리예요 버즈에서는 그런 현상 한번도 느낀적없고 바람 심하게 부는곳 여튼 특정 지점 가면 혹은 배터리부족일때 좀 지지직 거린다든가 소리가 흔들리는 느낌 든 적 있어요여튼 딱 하나 사야한다면 다음에도 버즈 구매할듯요,1,
55,5,화이트너무이뿜미다 왼쪽 안된다는얘기많아서 진짜고민많이 했는데 어차피딴데서사도 그런제품걸리는것같아 저렴한곳에서 구매했습니다 클리어케이스주신것도좋아요 깔꿈허니 당분간요거쓸까봐요 저는 무선이어폰처음이라마냥다좋기만하네요 음질도좋고 그리고 가장자리터치해서 음량조절되는거까지 하면 터치로 조절많이 할수있는거 넘나리조아윰 버즈때 살까말까고민빡세게하다가 잘안써서 안삿는데 플러스는사길너무잘한듯 마니파세영,1,
56,4,학생에게 큰 돈 이였지만 용돈 꼬박꼬박 모아서 드디어 샀습니다 배송은 빨랐어요사람들 말 대로 그 뭐지 주변 소음 없애는건 큰 효과는 없지만 약간 차이가 있더라고요그리고 제가 귓구멍이 약간 작아서 그런지 끼면 귀가 좀 아픕니다 근데 좀 쓰다보면 익숙해져서 괜찮은데 그래도 1시간은 못 넘기겠더라구요 귀가 너무 피로해요케이스도 아담하고 귀여워요 반딱반딱 이어버드도 예쁘고뭐가 좀만 닿아도 불편하다는데 전 그렇게 신경은 안쓰였어요 다만 오래 누르고 있어야 하는게 잘 안돼서 두세번 해 봐야하고 연속 터치 해야할 때 또 안먹어서 두번 버튼같은게 있음 더 정확할텐데걍 요 별 5개 했는데 4개 해야 삼성이 보고 보완할 것 같아서 ㅎ 개선돼서 나오면 살게여,1,
57,4,제조일은 20년 12월 제품으로잘 받았습니다일반 이어폰만 사용하다버즈를 처음 사용하는데편리성과 음질의 차이가 상당히크더군여 ㅋㅋ노이즈 없이 부드럽고 선명해서이질감없이 편하고 좋으네요갠적으로외부 소리 차단이 덜 되는 것 같아서아주 쪼금 아쉽긴 합니다,1,
58,5,줄이어폰만 쓰다가 처음으로 블루투스 이어폰 구입해서사용중인데 너무 편하고 좋아요갤럭시 핸드폰과 갤럭시 탭을 사용하고 있어서고민없이 갤럭시 라인으로 선택했어요다행스럽게도 불량은 아니었네요촌스러운 핑크라는 말이 있어서 좀 걱정했는데사은품으로 온 투명케이스도 나쁘지 않아요다만 손이 살짝만 스쳐도 반응을 한다는 단점이 있네요그래도 아직까진 좋은점이 훨씬 많아서 좋아요,1,
59,5,주문하고 다음날 바로배송되었어요화이트가 질리지않고 유행안타서 선택했는데 실물을 보니 깔끔하니 맘에 듭니다충전기는 유에스비잭 밖에 없어서노트북에 연결해서 충전했어요한두시간만에 빠르게 완충되었고어플로 부위별 설명도 자세히 되있어서 편하더라구요에어팟과 달리 동그랗게 귓구멍에 쏙들어가서 걸리적 거리지 않습니다음질도 폰으로 재생할때와달리 배경음까지 선명히 들려서,1,
60,5,서용기간은 이틀이지만 불량도 없고 잘 사용하고 있어요 끊김도 한번도 없었고 터치 패드도 잘 인식되고 음질도 굉장히 좋아요 블루 색상도 너무 예쁘구요 특히 주변 소리 듣기 기능이 기대 이상이네요 주로 이어폰 끼고 옆사람과 대화할 때 켰는데 옆에서 말하는 사람 목소리가 선명하게 잘 들립니다 아주 좋아요그리고 투명 케이스가 말랑말랑한 젤리케이스일거라고 생각했는데 그냥 딱딱한 플라스틱 케이스네요 그래도 튼튼해보여서 만족합니다,1,
61,5,한쪽이 안들린다는 평이 많아서 걱정했는데양쪽 다 잘 들려요 배송은 하루만에 왔구요부드러운 파스텔 하늘색이라 색 맘에들고착용감도 좋아요~ 음질은 막귀인 편이긴한데3만원짜리 블투이어폰은 노이즈가 심했는데버즈플은 그런거 없어서 듣기 편했어요,1,
